date,areaType,areaCode,areaName,age,cases
15/07/2021,nation,E92000001,England,16_24,14687
14/07/2021,nation,E92000001,England,16_24,12940
13/07/2021,nation,E92000001,England,16_24,10940
12/07/2021,nation,E92000001,England,16_24,9519
11/07/2021,nation,E92000001,England,16_24,6274
10/07/2021,nation,E92000001,England,16_24,5852
09/07/2021,nation,E92000001,England,16_24,7176
08/07/2021,nation,E92000001,England,16_24,7576
07/07/2021,nation,E92000001,England,16_24,9066
06/07/2021,nation,E92000001,England,16_24,8386
05/07/2021,nation,E92000001,England,16_24,7960
04/07/2021,nation,E92000001,England,16_24,5774
03/07/2021,nation,E92000001,England,16_24,5931
02/07/2021,nation,E92000001,England,16_24,6381
01/07/2021,nation,E92000001,England,16_24,7312
30/06/2021,nation,E92000001,England,16_24,7044
29/06/2021,nation,E92000001,England,16_24,7098
28/06/2021,nation,E92000001,England,16_24,7101
27/06/2021,nation,E92000001,England,16_24,4769
26/06/2021,nation,E92000001,England,16_24,4231
25/06/2021,nation,E92000001,England,16_24,4804
24/06/2021,nation,E92000001,England,16_24,4644
23/06/2021,nation,E92000001,England,16_24,4654
22/06/2021,nation,E92000001,England,16_24,4342
21/06/2021,nation,E92000001,England,16_24,3898
20/06/2021,nation,E92000001,England,16_24,2605
19/06/2021,nation,E92000001,England,16_24,2387
18/06/2021,nation,E92000001,England,16_24,2888
17/06/2021,nation,E92000001,England,16_24,3090
16/06/2021,nation,E92000001,England,16_24,3116
15/06/2021,nation,E92000001,England,16_24,2987
14/06/2021,nation,E92000001,England,16_24,2705
13/06/2021,nation,E92000001,England,16_24,1819
12/06/2021,nation,E92000001,England,16_24,1721
11/06/2021,nation,E92000001,England,16_24,2056
10/06/2021,nation,E92000001,England,16_24,2140
09/06/2021,nation,E92000001,England,16_24,2143
08/06/2021,nation,E92000001,England,16_24,1980
07/06/2021,nation,E92000001,England,16_24,1788
06/06/2021,nation,E92000001,England,16_24,1205
05/06/2021,nation,E92000001,England,16_24,1071
04/06/2021,nation,E92000001,England,16_24,1250
03/06/2021,nation,E92000001,England,16_24,1427
02/06/2021,nation,E92000001,England,16_24,1309
01/06/2021,nation,E92000001,England,16_24,1095
31/05/2021,nation,E92000001,England,16_24,712
30/05/2021,nation,E92000001,England,16_24,541
29/05/2021,nation,E92000001,England,16_24,500
28/05/2021,nation,E92000001,England,16_24,581
27/05/2021,nation,E92000001,England,16_24,646
26/05/2021,nation,E92000001,England,16_24,657
25/05/2021,nation,E92000001,England,16_24,510
24/05/2021,nation,E92000001,England,16_24,457
23/05/2021,nation,E92000001,England,16_24,329
22/05/2021,nation,E92000001,England,16_24,288
21/05/2021,nation,E92000001,England,16_24,331
20/05/2021,nation,E92000001,England,16_24,378
19/05/2021,nation,E92000001,England,16_24,430
18/05/2021,nation,E92000001,England,16_24,368
17/05/2021,nation,E92000001,England,16_24,400
16/05/2021,nation,E92000001,England,16_24,297
15/05/2021,nation,E92000001,England,16_24,237
14/05/2021,nation,E92000001,England,16_24,270
13/05/2021,nation,E92000001,England,16_24,290
12/05/2021,nation,E92000001,England,16_24,283
11/05/2021,nation,E92000001,England,16_24,321
10/05/2021,nation,E92000001,England,16_24,394
09/05/2021,nation,E92000001,England,16_24,333
08/05/2021,nation,E92000001,England,16_24,220
07/05/2021,nation,E92000001,England,16_24,267
06/05/2021,nation,E92000001,England,16_24,322
05/05/2021,nation,E92000001,England,16_24,328
04/05/2021,nation,E92000001,England,16_24,378
03/05/2021,nation,E92000001,England,16_24,288
02/05/2021,nation,E92000001,England,16_24,208
01/05/2021,nation,E92000001,England,16_24,185
30/04/2021,nation,E92000001,England,16_24,222
29/04/2021,nation,E92000001,England,16_24,274
28/04/2021,nation,E92000001,England,16_24,378
27/04/2021,nation,E92000001,England,16_24,286
26/04/2021,nation,E92000001,England,16_24,353
25/04/2021,nation,E92000001,England,16_24,329
24/04/2021,nation,E92000001,England,16_24,203
23/04/2021,nation,E92000001,England,16_24,262
22/04/2021,nation,E92000001,England,16_24,352
21/04/2021,nation,E92000001,England,16_24,362
20/04/2021,nation,E92000001,England,16_24,355
19/04/2021,nation,E92000001,England,16_24,372
18/04/2021,nation,E92000001,England,16_24,412
17/04/2021,nation,E92000001,England,16_24,220
16/04/2021,nation,E92000001,England,16_24,332
15/04/2021,nation,E92000001,England,16_24,301
