date,areaType,areaCode,areaName,age,cases
30/04/2020,nation,E92000001,England,35_49,923
29/04/2020,nation,E92000001,England,35_49,1033
28/04/2020,nation,E92000001,England,35_49,930
27/04/2020,nation,E92000001,England,35_49,826
26/04/2020,nation,E92000001,England,35_49,779
25/04/2020,nation,E92000001,England,35_49,790
24/04/2020,nation,E92000001,England,35_49,938
23/04/2020,nation,E92000001,England,35_49,1023
22/04/2020,nation,E92000001,England,35_49,1125
21/04/2020,nation,E92000001,England,35_49,826
20/04/2020,nation,E92000001,England,35_49,752
19/04/2020,nation,E92000001,England,35_49,801
18/04/2020,nation,E92000001,England,35_49,990
17/04/2020,nation,E92000001,England,35_49,901
16/04/2020,nation,E92000001,England,35_49,957
15/04/2020,nation,E92000001,England,35_49,974
14/04/2020,nation,E92000001,England,35_49,778
13/04/2020,nation,E92000001,England,35_49,703
12/04/2020,nation,E92000001,England,35_49,641
11/04/2020,nation,E92000001,England,35_49,607
10/04/2020,nation,E92000001,England,35_49,723
09/04/2020,nation,E92000001,England,35_49,811
08/04/2020,nation,E92000001,England,35_49,811
07/04/2020,nation,E92000001,England,35_49,922
06/04/2020,nation,E92000001,England,35_49,896
05/04/2020,nation,E92000001,England,35_49,552
04/04/2020,nation,E92000001,England,35_49,623
03/04/2020,nation,E92000001,England,35_49,714
02/04/2020,nation,E92000001,England,35_49,714
01/04/2020,nation,E92000001,England,35_49,694
31/03/2020,nation,E92000001,England,35_49,571
30/03/2020,nation,E92000001,England,35_49,534
29/03/2020,nation,E92000001,England,35_49,345
28/03/2020,nation,E92000001,England,35_49,312
27/03/2020,nation,E92000001,England,35_49,369
26/03/2020,nation,E92000001,England,35_49,361
25/03/2020,nation,E92000001,England,35_49,329
24/03/2020,nation,E92000001,England,35_49,294
23/03/2020,nation,E92000001,England,35_49,303
22/03/2020,nation,E92000001,England,35_49,168
21/03/2020,nation,E92000001,England,35_49,155
20/03/2020,nation,E92000001,England,35_49,157
19/03/2020,nation,E92000001,England,35_49,147
18/03/2020,nation,E92000001,England,35_49,132
17/03/2020,nation,E92000001,England,35_49,93
16/03/2020,nation,E92000001,England,35_49,55
15/03/2020,nation,E92000001,England,35_49,56
14/03/2020,nation,E92000001,England,35_49,37
