Days_since_March1,cases,SGTF_proportion,mean_CT,OR_only,vaccinated
324,835,0.7022882567932627,30.000000000000025,25.285714285714274,0.028966022009149443
325,753,0.7066581916415068,29.900000000000023,25.428571428571416,0.03191215773417396
326,716,0.7110281264897509,29.800000000000022,25.57142857142856,0.03496232442134758
327,586,0.715398061337995,29.70000000000002,25.7142857142857,0.03856749893196639
328,437,0.7197679961862391,29.60000000000002,25.857142857142843,0.04032440761760119
329,412,0.7241379310344832,29.500000000000018,25.999999999999986,0.040999288681695355
330,589,0.7467400753404815,29.728571428571446,24.57142857142856,0.04311053632977709
331,606,0.7693422196464798,29.957142857142873,23.14285714285713,0.045051215446010304
332,583,0.791944363952478,30.1857142857143,21.714285714285705,0.047598125752838276
333,475,0.8145465082584763,30.41428571428573,20.285714285714278,0.05137070033960564
334,506,0.8371486525644746,30.642857142857157,18.85714285714285,0.06237949966916042
335,375,0.8597507968704728,30.871428571428584,17.428571428571423,0.06656925425642418
336,370,0.8823529411764711,31.100000000000012,15.999999999999995,0.07213306246557605
337,491,0.8832866479925309,31.15714285714287,14.428571428571423,0.07593943391314312
338,424,0.8842203548085906,31.214285714285726,12.857142857142852,0.08207567645209005
339,448,0.8851540616246504,31.271428571428583,11.285714285714281,0.08906845818192956
340,374,0.8860877684407101,31.32857142857144,9.71428571428571,0.0980795461926516
341,405,0.8870214752567699,31.385714285714297,8.142857142857139,0.10415083538974909
342,300,0.8879551820728296,31.442857142857154,6.571428571428568,0.11189084458883214
343,267,0.8888888888888894,31.50000000000001,4.9999999999999964,0.11507303026350461
344,340,0.8936301793444655,30.72857142857144,4.285714285714282,0.11906686867332007
345,305,0.8983714698000417,29.957142857142866,3.5714285714285676,0.12652752569485554
346,331,0.9031127602556178,29.185714285714294,2.857142857142853,0.13500420084418222
347,278,0.907854050711194,28.41428571428572,2.142857142857139,0.1456179993631404
348,272,0.9125953411667701,27.64285714285715,1.4285714285714244,0.15599838831220061
349,185,0.9173366316223462,26.871428571428577,0.7142857142857101,0.16357997472628502
350,243,0.9220779220779224,26.100000000000005,-4.218847493575595e-15,0.1653384676397698
351,362,0.9332096474953621,25.828571428571433,1.2857142857142816,0.16858191012464177
