Days_since_March1,cases,NV_proportion,mean_CT,OR_only,vaccinated
266,576,0.3461538461538462,29.10000000000004,7.999999999999998,0.0
267,1010,0.347985347985348,28.92857142857147,8.428571428571427,0.0
268,827,0.34981684981684985,28.7571428571429,8.857142857142856,0.0
269,858,0.3516483516483517,28.585714285714328,9.285714285714285,0.0
270,766,0.3534798534798535,28.414285714285757,9.714285714285714,0.0
271,702,0.3553113553113553,28.242857142857186,10.142857142857142,0.0
272,505,0.35714285714285715,28.071428571428616,10.571428571428571,0.0
273,504,0.358974358974359,27.900000000000045,11.0,0.0
274,800,0.3791208791208791,28.28571428571433,11.0,0.0
275,738,0.39926739926739924,28.671428571428617,11.0,0.0
276,665,0.41941391941391937,29.057142857142903,11.0,0.0
277,670,0.4395604395604395,29.44285714285719,11.0,0.0
278,593,0.45970695970695963,29.828571428571475,11.0,0.0
279,501,0.47985347985347976,30.21428571428576,11.0,0.0
280,486,0.4999999999999999,30.600000000000048,11.0,0.0
281,768,0.4968944099378881,29.94285714285719,10.428571428571429,0.0
282,840,0.4937888198757763,29.28571428571433,9.857142857142858,0.0
283,817,0.49068322981366447,28.628571428571473,9.285714285714286,5.3691790631884816e-05
284,867,0.48757763975155266,27.971428571428614,8.714285714285715,0.0001866767555082088
285,813,0.48447204968944085,27.314285714285756,8.142857142857144,0.00035024115081063936
286,665,0.48136645962732905,26.657142857142897,7.571428571428573,0.0005890096104749483
287,816,0.47826086956521724,26.00000000000004,7.000000000000002,0.0010535680506110908
288,1260,0.48136645962732905,26.357142857142897,7.000000000000002,0.001160773844488662
289,1220,0.48447204968944085,26.714285714285754,7.000000000000002,0.0013696740232716578
290,1333,0.48757763975155266,27.071428571428612,7.000000000000002,0.0025457375829733733
291,1120,0.49068322981366447,27.42857142857147,7.000000000000002,0.004948711894829516
292,1246,0.4937888198757763,27.785714285714327,7.000000000000002,0.007413911791855062
293,778,0.4968944099378881,28.142857142857185,7.000000000000002,0.008955684004966668
294,1273,0.4999999999999999,28.500000000000043,7.000000000000002,0.011207005676395666
295,1948,0.529017857142857,28.500000000000043,7.428571428571431,0.013304719046149339
296,1803,0.5580357142857141,28.500000000000043,7.857142857142859,0.014841157637674997
297,1774,0.5870535714285712,28.500000000000043,8.285714285714288,0.016344883350140168
298,1127,0.6160714285714283,28.500000000000043,8.714285714285717,0.017500323573042882
299,569,0.6450892857142854,28.500000000000043,9.142857142857146,0.01785376489680509
300,1823,0.6741071428571425,28.500000000000043,9.571428571428575,0.017854476046349883
301,2225,0.7031249999999996,28.500000000000043,10.000000000000004,0.01785483162112228
302,2432,0.7251275510204077,27.971428571428614,9.142857142857146,0.018024263000169252
303,4118,0.7471301020408159,27.442857142857186,8.285714285714288,0.018398505448116664
304,3184,0.769132653061224,26.914285714285757,7.4285714285714315,0.01900724945845962
305,2593,0.7911352040816322,26.38571428571433,6.571428571428575,0.021045226266450667
306,1834,0.8131377551020403,25.8571428571429,5.714285714285718,0.023149873344266072
307,3029,0.8351403061224485,25.328571428571472,4.857142857142861,0.02361069824929205
308,2798,0.8571428571428567,24.800000000000043,4.000000000000004,0.024578394992369364
309,4170,0.8394557823129247,25.2571428571429,5.571428571428576,0.025129002527425483
310,3904,0.8217687074829928,25.714285714285754,7.142857142857147,0.02557631559110039
311,3163,0.8040816326530609,26.17142857142861,8.714285714285719,0.02658205883482414
312,2854,0.786394557823129,26.628571428571465,10.28571428571429,0.02818481212140176
313,2681,0.768707482993197,27.08571428571432,11.857142857142861,0.03200137394092054
314,2487,0.7510204081632651,27.542857142857176,13.428571428571432,0.03679736647100572
315,2146,0.7333333333333332,28.000000000000032,15.000000000000004,0.040383338050625314
316,3694,0.7492610837438421,28.35714285714289,16.000000000000004,0.042165123235104615
317,3060,0.7651888341543511,28.714285714285747,17.000000000000004,0.04427421499757498
318,2841,0.7811165845648601,29.071428571428605,18.000000000000004,0.04780933938474186
319,2771,0.7970443349753691,29.428571428571463,19.000000000000004,0.052686047388161066
320,2440,0.8129720853858781,29.78571428571432,20.000000000000004,0.05791655229011488
321,1732,0.828899835796387,30.142857142857178,21.000000000000004,0.0644902408947968
322,1591,0.844827586206896,30.500000000000036,22.000000000000004,0.07048043129797593
323,2857,0.838892029395138,30.48571428571432,21.85714285714286,0.07338405488936646
324,2472,0.8329564725833799,30.471428571428604,21.71428571428572,0.07591165815894761
325,2081,0.8270209157716218,30.457142857142887,21.571428571428577,0.08142946747699786
326,2028,0.8210853589598638,30.44285714285717,21.428571428571434,0.0876178908157881
327,1716,0.8151498021481057,30.428571428571455,21.285714285714292,0.09302831655257457
328,1201,0.8092142453363477,30.41428571428574,21.14285714285715,0.10263630247750279
329,989,0.8032786885245896,30.400000000000023,21.000000000000007,0.11340363994783006
330,2049,0.8152527007630123,30.428571428571452,19.000000000000007,0.11705130375046047
331,1583,0.8272267130014349,30.45714285714288,17.000000000000007,0.1211341910745043
332,1624,0.8392007252398576,30.48571428571431,15.000000000000007,0.12609837047193306
333,1416,0.8511747374782802,30.514285714285737,13.000000000000007,0.13085364969057883
334,1425,0.8631487497167029,30.542857142857166,11.000000000000007,0.13724635073611088
335,948,0.8751227619551255,30.571428571428594,9.000000000000007,0.14693576328391791
336,840,0.8870967741935482,30.600000000000023,7.000000000000007,0.15763803057089662
337,1294,0.9032258064516127,30.571428571428594,7.428571428571436,0.1624128664020242
338,1180,0.9193548387096772,30.542857142857166,7.857142857142865,0.16741153655237545
339,1125,0.9354838709677417,30.514285714285737,8.285714285714294,0.17323745141070734
340,1029,0.9516129032258062,30.48571428571431,8.714285714285722,0.18078328144312156
341,940,0.9677419354838707,30.45714285714288,9.142857142857151,0.18899261400082779
342,626,0.9838709677419352,30.428571428571452,9.57142857142858,0.19737653377178074
343,714,0.9999999999999997,30.400000000000023,10.000000000000009,0.20875759329926452
344,993,0.9999999999999997,30.11428571428574,9.142857142857151,0.21437194116802047
345,759,0.9999999999999997,29.828571428571454,8.285714285714294,0.2196847616297841
346,839,0.9999999999999997,29.54285714285717,7.428571428571437,0.22703733677340074
347,739,0.9999999999999997,29.257142857142885,6.57142857142858,0.23391201942291637
348,732,0.9999999999999997,28.9714285714286,5.714285714285723,0.24338399799740287
349,478,0.9999999999999997,28.685714285714315,4.8571428571428665,0.2524196863261588
350,436,0.9999999999999997,28.40000000000003,4.00000000000001,0.26244493924649437
351,707,0.9999999999999997,28.42857142857146,3.4285714285714386,0.26589579241260325
352,587,0.9999999999999997,28.457142857142887,2.8571428571428674,0.2699201876865879
353,606,0.9999999999999997,28.485714285714316,2.2857142857142962,0.275180560869423
354,644,0.9999999999999997,28.514285714285744,1.7142857142857248,0.2834249175422103
355,558,0.9999999999999997,28.542857142857173,1.1428571428571535,0.2910199946806014
356,405,0.9999999999999997,28.5714285714286,0.571428571428582,0.29709712311563147
357,331,0.9999999999999997,28.60000000000003,1.0658141036401503e-14,0.3036926795688158
358,554,0.9999999999999997,28.457142857142887,1.0658141036401503e-14,0.3049021671571228
359,411,0.9999999999999997,28.314285714285745,1.0658141036401503e-14,0.30752328659184425
360,385,0.9999999999999997,28.171428571428603,1.0658141036401503e-14,0.3131029659202915
361,349,0.9999999999999997,28.02857142857146,1.0658141036401503e-14,0.321512487074857
362,314,0.9999999999999997,27.885714285714318,1.0658141036401503e-14,0.3303625653724219
363,207,0.9999999999999997,27.742857142857176,1.0658141036401503e-14,0.33900658808938294
364,211,0.9999999999999997,27.600000000000033,1.0658141036401503e-14,0.3465509958227076
365,359,0.9999999999999997,28.200000000000035,2.1428571428571535,0.3490810881156955
366,283,0.9999999999999997,28.800000000000036,4.285714285714296,0.35216321024282915
367,270,0.9999999999999997,29.400000000000038,6.4285714285714395,0.3555854396397601
368,275,0.9999999999999997,30.00000000000004,8.571428571428582,0.36181030939272096
369,240,0.9999999999999997,30.60000000000004,10.714285714285724,0.36894047251620354
370,200,0.9999999999999997,31.200000000000042,12.857142857142867,0.37523699058580234
371,208,0.9999999999999997,31.800000000000043,15.000000000000009,0.3830407901155902
372,294,0.9999999999999997,31.4571428571429,14.285714285714295,0.38480088523895334
373,284,0.9999999999999997,31.11428571428576,13.571428571428582,0.38769970857091657
374,240,0.9999999999999997,30.77142857142862,12.857142857142868,0.3902491796890001
375,245,0.9999999999999997,30.428571428571477,12.142857142857155,0.39391977806445005
376,261,0.9999999999999997,30.085714285714335,11.428571428571441,0.39638355566238603
377,126,0.9999999999999997,29.742857142857194,10.714285714285728,0.40226618469691516
378,196,0.9999999999999997,29.400000000000052,10.000000000000014,0.4126962594956243
379,268,0.9999999999999997,29.871428571428623,13.285714285714299,0.4160790200928192
380,203,0.9999999999999997,30.342857142857195,16.571428571428584,0.42124374366187967
381,240,0.9999999999999997,30.814285714285766,19.85714285714287,0.42860289693878567
382,259,0.9999999999999997,31.285714285714338,23.142857142857153,0.43720140608487995
383,220,0.9999999999999997,31.75714285714291,26.428571428571438,0.44674467740123197
384,151,0.9999999999999997,32.228571428571485,29.714285714285722,0.45838904004767544
385,208,0.9999999999999997,32.70000000000006,33.00000000000001,0.4734255860227824
386,299,0.9999999999999997,32.314285714285774,39.00000000000001,0.4787069381171889
387,207,0.9999999999999997,31.928571428571487,45.00000000000001,0.4843164857265175
388,307,0.9999999999999997,31.5428571428572,51.00000000000001,0.48976851371167435
389,236,0.9999999999999997,31.157142857142915,57.00000000000001,0.49547975570590835
390,196,0.9999999999999997,30.77142857142863,63.00000000000001,0.5001530749395168
391,122,0.9999999999999997,30.385714285714343,69.0,0.5053145983356256
392,210,0.9999999999999997,30.000000000000057,75.0,0.5123277773589897
393,184,0.9999999999999997,29.714285714285772,64.28571428571429,0.5148872045707004
394,123,0.9999999999999997,29.428571428571487,53.57142857142858,0.5172901788825565
395,150,0.9999999999999997,29.142857142857203,42.85714285714286,0.5195029206911804
396,135,0.9999999999999997,28.857142857142918,32.142857142857146,0.5219354077091455
397,79,0.9999999999999997,28.571428571428633,21.42857142857143,0.5234506896017136
398,93,0.9999999999999997,28.28571428571435,10.714285714285717,0.5240217426861825
399,98,0.9999999999999997,28.000000000000064,3.552713678800501e-15,0.5249220580098907
400,134,0.9999999999999997,27.800000000000065,3.552713678800501e-15,0.524970771753709
401,102,0.9999999999999997,27.600000000000065,3.552713678800501e-15,0.5250450868811399
402,131,0.9999999999999997,27.400000000000066,3.552713678800501e-15,0.5257219234603968
403,118,0.9999999999999997,27.200000000000067,3.552713678800501e-15,0.5266165495877466
404,100,0.9999999999999997,27.000000000000068,3.552713678800501e-15,0.5270307941975886
405,81,0.9999999999999997,26.800000000000068,3.552713678800501e-15,0.5275773126227622
406,80,0.9999999999999997,26.60000000000007,3.552713678800501e-15,0.5282027686474078
407,110,0.9999999999999997,26.89047619047626,3.552713678800501e-15,0.5283860674425782
408,118,0.9999999999999997,27.18095238095245,3.552713678800501e-15,0.528701462265694
409,83,0.9999999999999997,27.471428571428643,3.552713678800501e-15,0.5295715537337484
410,113,0.9999999999999997,27.761904761904834,3.552713678800501e-15,0.5304628019007605
411,97,0.9999999999999997,28.052380952381025,3.552713678800501e-15,0.5322184523394686
412,68,0.9999999999999997,28.342857142857216,3.552713678800501e-15,0.5336085719121532
413,142,0.9999999999999997,28.633333333333407,3.552713678800501e-15,0.5349375326239854
414,126,0.9999999999999997,28.9238095238096,3.552713678800501e-15,0.5360842612649643
415,101,0.9999999999999997,29.21428571428579,3.552713678800501e-15,0.5372713476426104
416,129,0.9999999999999997,29.50476190476198,3.552713678800501e-15,0.53824828932977
417,121,0.9999999999999997,29.795238095238172,3.552713678800501e-15,0.5393080799388981
418,95,0.9999999999999997,30.085714285714364,3.552713678800501e-15,0.5407257565564433
419,50,0.9999999999999997,30.376190476190555,3.552713678800501e-15,0.5420879635094945
420,116,0.9999999999999997,30.666666666666746,3.552713678800501e-15,0.5438027228493771
421,113,0.9999999999999997,30.957142857142937,3.552713678800501e-15,0.544860557797257
422,96,0.9999999999999997,31.24761904761913,3.552713678800501e-15,0.5457512726021104
423,128,0.9999999999999997,31.53809523809532,3.552713678800501e-15,0.5472825553594363
424,98,0.9999999999999997,31.82857142857151,3.552713678800501e-15,0.5490812303456044
425,63,0.9999999999999997,32.1190476190477,3.552713678800501e-15,0.5505333977160721
426,39,0.9999999999999997,32.40952380952389,3.552713678800501e-15,0.5527653405624056
427,64,0.9999999999999997,32.70000000000008,3.552713678800501e-15,0.55469700051345
428,117,0.964285714285714,31.97857142857151,3.552713678800501e-15,0.5558903094496129
429,107,0.9285714285714283,31.257142857142938,3.552713678800501e-15,0.5572402490730166
430,114,0.8928571428571426,30.535714285714366,3.552713678800501e-15,0.5588376687380082
431,89,0.8571428571428569,29.814285714285795,3.552713678800501e-15,0.5610338763197158
432,73,0.8214285714285712,29.092857142857223,3.552713678800501e-15,0.5628369959905388
433,57,0.7857142857142855,28.371428571428652,3.552713678800501e-15,0.5651178303680768
434,101,0.7499999999999998,27.65000000000008,3.552713678800501e-15,0.5688831894203704
435,97,0.7142857142857141,26.92857142857151,3.552713678800501e-15,0.5705177666490776
436,89,0.6785714285714284,26.207142857142937,3.552713678800501e-15,0.5724176026579926
437,73,0.6428571428571427,25.485714285714366,3.552713678800501e-15,0.5739426628568015
438,65,0.607142857142857,24.764285714285794,3.552713678800501e-15,0.5761866952453963
439,43,0.5714285714285713,24.042857142857223,3.552713678800501e-15,0.5788254156313515
440,55,0.5357142857142856,23.32142857142865,3.552713678800501e-15,0.5814719586622993
441,68,0.4999999999999999,22.60000000000008,3.552713678800501e-15,0.5846385297978771
442,92,0.4999999999999999,24.242857142857222,7.142857142857147,0.5865095642502279
443,66,0.4999999999999999,25.885714285714364,14.28571428571429,0.5882175676694349
444,93,0.4999999999999999,27.528571428571507,21.428571428571434,0.5903999078350189
445,85,0.4999999999999999,29.17142857142865,28.571428571428577,0.5940891738860198
446,56,0.4999999999999999,30.81428571428579,35.71428571428572,0.5968334999793766
447,52,0.4999999999999999,32.457142857142934,42.85714285714287,0.5994190619368585
448,72,0.4999999999999999,34.10000000000008,50.000000000000014,0.602907250454069
449,76,0.48857142857142843,33.557142857142935,50.000000000000014,0.6046757015845834
450,76,0.477142857142857,33.01428571428579,50.000000000000014,0.6066992776142924
451,85,0.4657142857142855,32.471428571428646,50.000000000000014,0.6089351317831222
452,90,0.45428571428571407,31.9285714285715,50.000000000000014,0.6117365276274487
453,91,0.4428571428571426,31.385714285714357,50.000000000000014,0.6157509668078062
454,59,0.43142857142857116,30.842857142857213,50.000000000000014,0.6186058766553784
455,71,0.4199999999999997,30.300000000000068,50.000000000000014,0.620638164267011
456,122,0.40857142857142825,29.757142857142924,50.000000000000014,0.622266341149815
457,127,0.3971428571428568,29.21428571428578,50.000000000000014,0.6232407938135679
458,200,0.38571428571428534,28.671428571428635,50.000000000000014,0.6244300136398483
459,196,0.3742857142857139,28.12857142857149,50.000000000000014,0.6267122703164758
460,193,0.36285714285714243,27.585714285714346,50.000000000000014,0.6292446738454843
461,152,0.351428571428571,27.0428571428572,50.000000000000014,0.6318185018354769
462,221,0.3399999999999995,26.500000000000057,50.000000000000014,0.6350090742681915
463,339,0.2914285714285709,26.700000000000056,44.71428571428573,0.6365880040450186
464,317,0.24285714285714236,26.900000000000055,39.428571428571445,0.6383347651144169
465,456,0.19428571428571378,27.100000000000055,34.14285714285716,0.6399714757917584
466,425,0.1457142857142852,27.300000000000054,28.857142857142875,0.6423813838116762
467,476,0.09714285714285664,27.500000000000053,23.57142857142859,0.6459410428581385
468,411,0.048571428571428064,27.700000000000053,18.285714285714306,0.6495346592953646
