Days_since_March1,cases,NV_proportion,mean_CT,OR_only,vaccinated
356,267,0.8615416841223283,28.771428571428583,1.2857142857142845,0.24619054521280392
357,273,0.8787878787878778,28.30000000000001,-1.3322676295501878e-15,0.2485391922747432
358,336,0.8675324675324665,28.80000000000001,3.1428571428571415,0.25134710212475647
359,288,0.8562770562770552,29.30000000000001,6.285714285714285,0.2547611246736713
360,264,0.8450216450216439,29.80000000000001,9.428571428571427,0.25890463922021745
361,225,0.8337662337662326,30.30000000000001,12.57142857142857,0.2633456596336237
362,202,0.8225108225108213,30.80000000000001,15.714285714285712,0.26565434322091014
363,139,0.81125541125541,31.30000000000001,18.857142857142854,0.26630581129183833
364,207,0.7999999999999987,31.80000000000001,21.999999999999996,0.26878481540205
365,244,0.7764705882352928,31.585714285714296,19.999999999999996,0.2714909135428286
366,237,0.7529411764705869,31.37142857142858,17.999999999999996,0.27451132758345625
367,209,0.729411764705881,31.157142857142865,15.999999999999996,0.2794281036474917
368,199,0.7058823529411751,30.94285714285715,13.999999999999996,0.2846224038410608
369,131,0.6823529411764692,30.728571428571435,11.999999999999996,0.28831426768994306
370,169,0.6588235294117633,30.51428571428572,9.999999999999996,0.28934094838400076
371,146,0.6352941176470573,30.300000000000004,7.9999999999999964,0.29222561347898224
372,258,0.6873949579831918,30.442857142857147,11.571428571428568,0.2959742508355062
373,165,0.7394957983193263,30.58571428571429,15.142857142857139,0.30070992258186885
374,202,0.7915966386554608,30.72857142857143,18.71428571428571,0.30789256422463407
375,228,0.8436974789915953,30.871428571428574,22.285714285714285,0.31662807231105283
376,206,0.8957983193277298,31.014285714285716,25.857142857142858,0.3258796166931874
377,190,0.9478991596638643,31.15714285714286,29.42857142857143,0.3288714853947773
378,158,0.9999999999999988,31.3,33.0,0.33424276669038044
379,196,0.8571428571428559,31.65714285714286,33.714285714285715,0.3397567746811723
380,183,0.7142857142857131,32.01428571428571,34.42857142857143,0.3470212462958458
381,183,0.5714285714285703,32.37142857142857,35.142857142857146,0.3546162095024896
382,218,0.42857142857142744,32.72857142857142,35.85714285714286,0.3634110284600202
383,177,0.2857142857142846,33.085714285714275,36.57142857142858,0.37195528277488604
384,152,0.14285714285714174,33.44285714285713,37.28571428571429,0.3765279289182997
385,139,-1.1102230246251565e-15,33.79999999999998,38.00000000000001,0.38130578433235146
386,198,-1.1102230246251565e-15,33.69999999999998,35.42857142857144,0.38597580179892726
387,163,-1.1102230246251565e-15,33.59999999999998,32.85714285714287,0.39143557364554743
388,190,-1.1102230246251565e-15,33.49999999999998,30.285714285714295,0.39823317038173683
389,199,-1.1102230246251565e-15,33.39999999999998,27.714285714285722,0.4057612106268588
390,152,-1.1102230246251565e-15,33.299999999999976,25.14285714285715,0.4128112750283154
391,87,-1.1102230246251565e-15,33.199999999999974,22.571428571428577,0.41698745812953814
392,103,-1.1102230246251565e-15,33.09999999999997,20.000000000000004,0.421097986950974
393,123,0.14285714285714174,32.199999999999974,17.142857142857146,0.42537122420492507
394,137,0.2857142857142846,31.299999999999976,14.285714285714288,0.43066860478946384
395,108,0.42857142857142744,30.399999999999977,11.42857142857143,0.43605891631109217
396,94,0.5714285714285703,29.49999999999998,8.571428571428573,0.43978979212332603
397,64,0.7142857142857131,28.59999999999998,5.714285714285715,0.44313847756288777
398,58,0.8571428571428559,27.69999999999998,2.857142857142858,0.4454129067433289
399,76,0.9999999999999987,26.799999999999983,8.881784197001252e-16,0.4463073273665117
400,72,0.9999999999999987,27.52857142857141,3.5714285714285725,0.4493042707950416
401,105,0.9999999999999987,28.25714285714284,7.142857142857144,0.4547339114504553
402,105,0.9999999999999987,28.985714285714266,10.714285714285715,0.4602406245212709
403,90,0.9999999999999987,29.714285714285694,14.285714285714286,0.46632839382672153
404,72,0.9999999999999987,30.44285714285712,17.857142857142858,0.4715414070758821
405,51,0.9999999999999987,31.17142857142855,21.42857142857143,0.47633036345511515
406,55,0.9999999999999987,31.899999999999977,25.000000000000004,0.48111583095957694
407,107,0.9999999999999987,31.914285714285693,35.714285714285715,0.486933688225904
408,64,0.9999999999999987,31.92857142857141,46.42857142857143,0.4928847570744072
409,80,0.9999999999999987,31.942857142857125,57.142857142857146,0.49827126255083054
410,70,0.9999999999999987,31.95714285714284,67.85714285714286,0.5034255992697468
411,60,0.9999999999999987,31.971428571428557,78.57142857142857,0.5072376707130213
412,38,0.9999999999999987,31.985714285714273,89.28571428571428,0.50951019687086
413,54,0.9999999999999987,31.99999999999999,99.99999999999999,0.511612719676207
414,74,0.9999999999999987,31.62857142857142,85.7142857142857,0.5158247430364439
415,57,0.9999999999999987,31.25714285714285,71.4285714285714,0.5206086246887369
416,63,0.9999999999999987,30.88571428571428,57.14285714285712,0.5253084561760855
417,55,0.9999999999999987,30.51428571428571,42.85714285714283,0.530330215653693
418,48,0.9999999999999987,30.14285714285714,28.571428571428548,0.5336538446289883
419,38,0.9999999999999987,29.77142857142857,14.285714285714262,0.5364417727416751
420,32,0.9999999999999987,29.4,-2.4868995751603507e-14,0.5389702554395522
421,56,0.9999999999999987,29.77857142857143,-2.4868995751603507e-14,0.5437535027509778
422,60,0.9999999999999987,30.15714285714286,-2.4868995751603507e-14,0.5488355246109984
423,48,0.9999999999999987,30.53571428571429,-2.4868995751603507e-14,0.5534386191160523
424,55,0.9999999999999987,30.914285714285718,-2.4868995751603507e-14,0.5584917784666015
425,34,0.9999999999999987,31.292857142857148,-2.4868995751603507e-14,0.5609628533159693
426,32,0.9999999999999987,31.671428571428578,-2.4868995751603507e-14,0.5630891639038479
427,27,0.9999999999999987,32.050000000000004,-2.4868995751603507e-14,0.56404352973901
428,27,0.9999999999999987,32.42857142857143,-2.4868995751603507e-14,0.5668194053752142
429,56,0.9999999999999987,32.80714285714286,-2.4868995751603507e-14,0.5703780576419203
430,45,0.9999999999999987,33.18571428571428,-2.4868995751603507e-14,0.57406548110473
431,65,0.9999999999999987,33.56428571428571,-2.4868995751603507e-14,0.5783983464002266
432,39,0.9999999999999987,33.942857142857136,-2.4868995751603507e-14,0.5825919738753057
433,31,0.9999999999999987,34.32142857142856,-2.4868995751603507e-14,0.5864367138732568
434,30,0.9999999999999987,34.69999999999999,-2.4868995751603507e-14,0.5907756054069947
435,42,0.9999999999999987,33.928571428571416,4.7142857142856895,0.5948946978301419
436,66,0.9999999999999987,33.157142857142844,9.428571428571404,0.5993826594677436
437,62,0.9999999999999987,32.38571428571427,14.142857142857117,0.6041284806679863
438,39,0.9999999999999987,31.6142857142857,18.857142857142833,0.6089355157619433
439,44,0.9999999999999987,30.842857142857127,23.571428571428548,0.6131288260665887
440,28,0.9999999999999987,30.071428571428555,28.285714285714263,0.6158701301255138
441,31,0.9999999999999987,29.299999999999983,32.99999999999998,0.6184398449797788
442,51,0.9999999999999987,29.48571428571427,31.857142857142836,0.6216451693832843
443,45,0.9999999999999987,29.671428571428557,30.714285714285694,0.6254813457795241
444,35,0.9999999999999987,29.857142857142843,29.57142857142855,0.6291551309136824
445,47,0.9999999999999987,30.04285714285713,28.42857142857141,0.632754063825475
446,52,0.9999999999999987,30.228571428571417,27.285714285714267,0.6361756984647999
447,35,0.9999999999999987,30.414285714285704,26.142857142857125,0.6385351293214868
448,21,0.9999999999999987,30.59999999999999,24.999999999999982,0.6404559134682936
449,41,0.9999999999999987,30.442857142857132,21.42857142857141,0.6427801384068339
450,50,0.9999999999999987,30.285714285714274,17.857142857142836,0.6451278339574719
451,30,0.9999999999999987,30.128571428571416,14.285714285714265,0.6476696378135666
452,37,0.9999999999999987,29.971428571428557,10.714285714285694,0.6499837132982268
453,40,0.9999999999999987,29.8142857142857,7.142857142857123,0.6519083034902386
454,41,0.9999999999999987,29.65714285714284,3.571428571428551,0.6533812429845864
455,39,0.9999999999999987,29.499999999999982,-2.042810365310288e-14,0.653762799016391
456,60,0.8571428571428559,29.714285714285698,3.571428571428551,0.6554866203238373
457,59,0.7142857142857131,29.928571428571413,7.142857142857123,0.6581251611622266
458,81,0.5714285714285703,30.142857142857128,10.714285714285694,0.6608515582107655
459,88,0.42857142857142744,30.357142857142843,14.285714285714265,0.6625607896782592
460,65,0.2857142857142846,30.57142857142856,17.857142857142836,0.6640885996576462
461,77,0.14285714285714174,30.785714285714274,21.42857142857141,0.66523834248
462,68,-1.1102230246251565e-15,30.99999999999999,24.999999999999982,0.6658638025753605
463,105,0.04817275747508194,30.17142857142856,23.42857142857141,0.6674601213684381
464,117,0.096345514950165,29.34285714285713,21.857142857142836,0.6690539027980459
465,129,0.14451827242524806,28.514285714285702,20.285714285714263,0.671014016078638
466,141,0.1926910299003311,27.685714285714273,18.71428571428569,0.6728171299945225
467,130,0.24086378737541414,26.857142857142843,17.142857142857117,0.6746250014669133
468,85,0.2890365448504972,26.028571428571414,15.571428571428546,0.6755704865299302
469,112,0.3372093023255802,25.199999999999985,13.999999999999975,0.676227663668666
470,159,0.31675509495710696,25.542857142857127,11.999999999999975,0.6775528017408851
471,194,0.2963008875886337,25.88571428571427,9.999999999999975,0.6785734561967015
472,189,0.27584668022016046,26.22857142857141,7.999999999999975,0.6795354341222737
473,222,0.2553924728516872,26.57142857142855,5.999999999999975,0.6809639697558961
474,174,0.23493826548321395,26.914285714285693,3.999999999999975,0.6819329254310108
475,195,0.2144840581147407,27.257142857142835,1.9999999999999751,0.6824464243632565
476,187,0.19402985074626744,27.599999999999977,-2.4868995751603507e-14,0.6829415274103446
