Days_since_March1,cases,SGTF_proportion,mean_CT,OR_only,vaccinated
158,45,0.0,0.0,0.0,0.0
159,72,0.0,0.0,0.0,0.0
160,44,0.0,0.0,0.0,0.0
161,23,0.0,0.0,0.0,0.0
162,69,0.0,0.0,0.0,0.0
163,48,0.0,0.0,0.0,0.0
164,67,0.0,0.0,0.0,0.0
165,63,0.0,0.0,0.0,0.0
166,69,0.0,0.0,0.0,0.0
167,31,0.0,0.0,0.0,0.0
168,27,0.0,0.0,0.0,0.0
169,64,0.0,0.0,0.0,0.0
170,62,0.0,0.0,0.0,0.0
171,65,0.0,0.0,0.0,0.0
172,81,0.0,0.0,0.0,0.0
173,67,0.0,0.0,0.0,0.0
174,50,0.0,0.0,0.0,0.0
175,52,0.0,0.0,0.0,0.0
176,101,0.0,0.0,0.0,0.0
177,100,0.0,0.0,0.0,0.0
178,95,0.0,0.0,0.0,0.0
179,125,0.0,0.0,0.0,0.0
180,102,0.0,0.0,0.0,0.0
181,80,0.0,0.0,0.0,0.0
182,88,0.0,0.0,0.0,0.0
183,103,0.0,0.0,0.0,0.0
184,130,0.0,0.0,0.0,0.0
185,177,0.0,0.0,0.0,0.0
186,158,0.0,0.0,0.0,0.0
187,122,0.0,0.0,0.0,0.0
188,98,0.0,0.0,0.0,0.0
189,80,0.0,0.0,0.0,0.0
190,156,0.0,0.0,0.0,0.0
191,170,0.0,0.0,0.0,0.0
192,129,0.0,0.0,0.0,0.0
193,167,0.0,0.0,0.0,0.0
194,131,0.0,0.0,0.0,0.0
195,85,0.0,0.0,0.0,0.0
196,58,0.0,0.0,0.0,0.0
197,146,0.0,0.0,0.0,0.0
198,151,0.0,0.0,0.0,0.0
199,142,0.0,0.0,0.0,0.0
200,148,0.0,0.0,0.0,0.0
201,212,0.0,0.0,0.0,0.0
202,147,0.0,0.0,0.0,0.0
203,163,0.0,26.0,9.0,0.0
204,167,0.0,26.02857142857143,8.285714285714286,0.0
205,219,0.0,26.057142857142857,7.571428571428572,0.0
206,197,0.0,26.085714285714285,6.857142857142858,0.0
207,227,0.0,26.114285714285714,6.142857142857143,0.0
208,217,0.0,26.142857142857142,5.428571428571429,0.0
209,168,0.0,26.17142857142857,4.714285714285714,0.0
210,210,0.0,26.2,4.0,0.0
211,311,0.0,26.742857142857144,5.142857142857142,0.0
212,335,0.0,27.28571428571429,6.285714285714285,0.0
213,366,0.0,27.828571428571433,7.428571428571427,0.0
214,363,0.0,28.371428571428577,8.57142857142857,0.0
215,423,0.0,28.91428571428572,9.714285714285712,0.0
216,366,0.0,29.457142857142866,10.857142857142854,0.0
217,360,0.0,30.00000000000001,11.999999999999996,0.0
218,538,0.0,29.52857142857144,10.571428571428568,0.0
219,570,0.0,29.057142857142868,9.142857142857139,0.0
220,553,0.0,28.585714285714296,7.71428571428571,0.0
221,581,0.0,28.114285714285725,6.285714285714281,0.0
222,570,0.0,27.642857142857153,4.857142857142852,0.0
223,336,0.0,27.17142857142858,3.4285714285714235,0.0
224,379,0.0,26.70000000000001,1.999999999999995,0.0
225,711,0.0,26.72857142857144,2.857142857142852,0.0
226,735,0.0,26.757142857142867,3.714285714285709,0.0
227,684,0.0,26.785714285714295,4.571428571428566,0.0
228,852,0.0,26.814285714285724,5.428571428571423,0.0
229,662,0.0,26.842857142857152,6.285714285714279,0.0
230,512,0.0,26.87142857142858,7.142857142857136,0.0
231,586,0.0,26.90000000000001,7.999999999999993,0.0
232,1054,0.0,26.828571428571436,7.428571428571422,0.0
233,1106,0.0,26.757142857142863,6.8571428571428505,0.0
234,1055,0.0,26.68571428571429,6.285714285714279,0.0
235,1002,0.0,26.614285714285717,5.714285714285708,0.0
236,1007,0.0,26.542857142857144,5.142857142857137,0.0
237,600,0.0,26.47142857142857,4.571428571428566,0.0
238,576,0.0,26.4,3.9999999999999947,0.0
239,1156,0.0,26.54285714285714,4.714285714285709,0.0
240,940,0.0,26.685714285714283,5.4285714285714235,0.0
241,1028,0.0,26.828571428571426,6.142857142857138,0.0
242,986,0.0,26.971428571428568,6.857142857142852,0.0
243,1000,0.0,27.11428571428571,7.571428571428567,0.0
244,733,0.0,27.257142857142853,8.285714285714281,0.0
245,637,0.2207792207792208,27.399999999999995,8.999999999999995,0.0
246,1395,0.23247241480324188,27.299999999999994,9.142857142857137,0.0
