Date,cases,all_cases,SGTF_proportion,LFD_proportion
2021-03-01,5510,6214,0.9463966646813582,0.07354361120051496
2021-03-02,5324,5951,0.9507643438554698,0.06822382792807931
2021-03-03,4658,5305,0.9551320230295814,0.07822808671065033
2021-03-04,4331,5011,0.9594997022036931,0.10017960486928756
2021-03-05,4145,4728,0.9638673813778047,0.08312182741116751
2021-03-06,3436,3832,0.9682350605519163,0.05741127348643006
2021-03-07,3049,3677,0.972602739726028,0.09518629317378298
2021-03-08,4721,5818,0.9699232274574746,0.1158473702303197
2021-03-09,4553,5487,0.9672437151889213,0.10643338800801895
2021-03-10,4251,5223,0.9645642029203679,0.1173654987555045
2021-03-11,3953,4848,0.9618846906518146,0.1150990099009901
2021-03-12,3881,4766,0.9592051783832612,0.11393201846412086
2021-03-13,3068,3590,0.9565256661147079,0.06350974930362117
2021-03-14,2747,3707,0.9538461538461546,0.12543835985972485
2021-03-15,4301,5637,0.9515109890109897,0.13943587014369346
2021-03-16,3890,4919,0.9491758241758249,0.11059158365521447
2021-03-17,3702,5046,0.9468406593406601,0.14130003963535473
2021-03-18,3569,4680,0.9445054945054953,0.12735042735042734
2021-03-19,3454,4329,0.9421703296703304,0.09055209055209056
2021-03-20,2820,3513,0.9398351648351656,0.07287218901224025
2021-03-21,2612,4677,0.9375000000000008,0.21701945691682703
2021-03-22,3892,5399,0.9401260504201688,0.1413224671235414
2021-03-23,3379,4563,0.9427521008403369,0.1317115932500548
2021-03-24,3397,5319,0.945378151260505,0.20624177476969355
2021-03-25,3334,4674,0.948004201680673,0.15682498930252461
2021-03-26,2931,3803,0.9506302521008411,0.10991322640021035
2021-03-27,2398,3136,0.9532563025210091,0.09024234693877552
2021-03-28,2012,4476,0.9558823529411772,0.28798033958891867
2021-03-29,2969,3422,0.9581032412965194,0.07364114552893045
2021-03-30,2580,3135,0.9603241296518615,0.08771929824561403
2021-03-31,2295,3341,0.9625450180072037,0.13409158934450763
2021-04-01,2344,3067,0.9647659063625459,0.10596674274535377
2021-04-02,1784,2248,0.9669867947178881,0.08185053380782918
2021-04-03,1658,2119,0.9692076830732302,0.07409155261915998
2021-04-04,1379,2042,0.9714285714285724,0.13907933398628794
2021-04-05,1736,2314,0.9659863945578241,0.10890233362143474
2021-04-06,2195,2755,0.9605442176870758,0.0809437386569873
2021-04-07,2094,2752,0.9551020408163274,0.10574127906976744
2021-04-08,2099,2651,0.9496598639455791,0.11354205960015089
2021-04-09,2047,2481,0.9442176870748308,0.08827085852478839
2021-04-10,1647,2009,0.9387755102040825,0.08412145345943256
2021-04-11,1269,2020,0.9333333333333341,0.2024752475247525
2021-04-12,1801,2396,0.9334586466165422,0.13063439065108515
2021-04-13,1580,2060,0.9335839598997503,0.12524271844660195
2021-04-14,1465,2068,0.9337092731829584,0.1644100580270793
2021-04-15,1380,1958,0.9338345864661665,0.19662921348314608
2021-04-16,1486,1963,0.9339598997493745,0.1334691798267957
2021-04-17,1050,1397,0.9340852130325826,0.13600572655690765
2021-04-18,1010,2281,0.9342105263157907,0.4270056992547128
2021-04-19,1473,2268,0.9346804511278208,0.2552910052910053
2021-04-20,1497,2112,0.935150375939851,0.16714015151515152
2021-04-21,1450,2299,0.9356203007518811,0.25271857329273595
2021-04-22,1343,2032,0.9360902255639112,0.24261811023622049
2021-04-23,1209,1701,0.9365601503759413,0.18577307466196355
2021-04-24,896,1300,0.9370300751879714,0.18153846153846154
2021-04-25,846,1897,0.9375000000000016,0.3885081707959937
2021-04-26,1426,2268,0.9381469979296082,0.25044091710758376
2021-04-27,1215,1808,0.9387939958592149,0.16924778761061948
2021-04-28,1214,2153,0.9394409937888215,0.2916860195076637
2021-04-29,1147,1901,0.9400879917184282,0.26407154129405574
2021-04-30,1120,1528,0.9407349896480348,0.16164921465968587
2021-05-01,864,1209,0.9413819875776415,0.12406947890818859
2021-05-02,670,1305,0.9420289855072481,0.27586206896551724
2021-05-03,965,1806,0.9424827703565064,0.301218161683278
2021-05-04,1418,2197,0.9429365552057647,0.20254893035958124
2021-05-05,1346,2202,0.943390340055023,0.23433242506811988
2021-05-06,1252,1966,0.9438441249042813,0.22634791454730416
2021-05-07,1186,1656,0.9442979097535396,0.15096618357487923
2021-05-08,911,1299,0.9447516946027978,0.13625866050808313
2021-05-09,936,1985,0.9452054794520561,0.3531486146095718
2021-05-10,1504,2324,0.8680911831596777,0.21729776247848537
2021-05-11,1287,1871,0.7909768868672993,0.17103153393907003
2021-05-12,1227,1869,0.7138625905749209,0.2231139646869984
2021-05-13,1101,1737,0.6367482942825424,0.21876799078871617
2021-05-14,1138,1538,0.559633997990164,0.1293888166449935
2021-05-15,940,1304,0.4825197016977855,0.1196319018404908
2021-05-16,866,1586,0.40540540540540704,0.22761664564943254
2021-05-17,1620,2341,0.41342441342441505,0.1704399829132849
2021-05-18,1654,2241,0.42144342144342306,0.12003569834895136
2021-05-19,1532,2260,0.4294624294624311,0.17876106194690267
2021-05-20,1463,2000,0.4374814374814391,0.154
2021-05-21,1361,1870,0.4455004455004471,0.13422459893048128
2021-05-22,1162,1606,0.4535194535194551,0.10834371108343711
2021-05-23,1054,1918,0.4615384615384631,0.21793534932221065
2021-05-24,1940,2749,0.4438669438669455,0.13786831575118225
2021-05-25,2105,2797,0.42619542619542783,0.09474436896675009
2021-05-26,2249,3178,0.4085239085239102,0.1252359974826935
2021-05-27,2249,3075,0.39085239085239254,0.11642276422764228
2021-05-28,2192,2929,0.3731808731808749,0.10652099692727894
2021-05-29,1833,2461,0.35550935550935725,0.07476635514018691
2021-05-30,1748,2598,0.3378378378378396,0.100846805234796
2021-05-31,2237,3170,0.3320463320463338,0.08643533123028391
