date,cases
2022-05-27,372
2022-05-26,418
2022-05-25,491
2022-05-24,536
2022-05-23,554
2022-05-22,517
2022-05-21,377
2022-05-20,404
2022-05-19,521
2022-05-18,600
2022-05-17,643
2022-05-16,787
2022-05-15,674
2022-05-14,458
2022-05-13,477
2022-05-12,585
2022-05-11,700
2022-05-10,810
2022-05-09,828
2022-05-08,749
2022-05-07,530
2022-05-06,649
2022-05-05,718
2022-05-04,904
2022-05-03,972
2022-05-02,934
2022-05-01,653
2022-04-30,539
2022-04-29,636
2022-04-28,779
2022-04-27,891
2022-04-26,963
2022-04-25,1208
2022-04-24,1096
2022-04-23,825
2022-04-22,1002
2022-04-21,1266
2022-04-20,1359
2022-04-19,1650
2022-04-18,1551
2022-04-17,1126
2022-04-16,1135
2022-04-15,1190
2022-04-14,1433
2022-04-13,1834
2022-04-12,1966
2022-04-11,2036
2022-04-10,1844
2022-04-09,1536
2022-04-08,1891
2022-04-07,2269
2022-04-06,2824
2022-04-05,2953
2022-04-04,3491
2022-04-03,2666
2022-04-02,2257
2022-04-01,3075
2022-03-31,3702
2022-03-30,5156
2022-03-29,5755
2022-03-28,6439
2022-03-27,4816
2022-03-26,3920
2022-03-25,4675
2022-03-24,5590
2022-03-23,6368
2022-03-22,6618
2022-03-21,7250
2022-03-20,5210
2022-03-19,4176
2022-03-18,4666
2022-03-17,5546
2022-03-16,5948
2022-03-15,6140
2022-03-14,6386
2022-03-13,4661
2022-03-12,3684
2022-03-11,4049
2022-03-10,4335
2022-03-09,4685
2022-03-08,4348
2022-03-07,4252
2022-03-06,2876
2022-03-05,2364
2022-03-04,2599
2022-03-03,2907
2022-03-02,3112
2022-03-01,2953
2022-02-28,2797
2022-02-27,1931
2022-02-26,1538
2022-02-25,1837
2022-02-24,2108
2022-02-23,2724
2022-02-22,2982
2022-02-21,3587
2022-02-20,3026
2022-02-19,2831
2022-02-18,2662
2022-02-17,3942
2022-02-16,4627
2022-02-15,4758
2022-02-14,4911
2022-02-13,3662
2022-02-12,3359
2022-02-11,4244
2022-02-10,5294
2022-02-09,6530
2022-02-08,7321
2022-02-07,7951
2022-02-06,6124
2022-02-05,5099
2022-02-04,6276
2022-02-03,7658
2022-02-02,8947
2022-02-01,9567
2022-01-31,10093
2022-01-30,8441
2022-01-29,6582
2022-01-28,7293
2022-01-27,8634
2022-01-26,9655
2022-01-25,10126
2022-01-24,10606
2022-01-23,8464
2022-01-22,6433
2022-01-21,7246
2022-01-20,8100
2022-01-19,9482
2022-01-18,9882
2022-01-17,10742
2022-01-16,8328
2022-01-15,6583
2022-01-14,7802
2022-01-13,9361
2022-01-12,10806
2022-01-11,12472
2022-01-10,14932
2022-01-09,11248
2022-01-08,11662
2022-01-07,16148
2022-01-06,25380
2022-01-05,32495
2022-01-04,40768
2022-01-03,31706
2022-01-02,23695
2022-01-01,13944
2021-12-31,21027
2021-12-30,28933
2021-12-29,35529
2021-12-28,25837
2021-12-27,23291
2021-12-26,14944
2021-12-25,9299
2021-12-24,19036
2021-12-23,23290
2021-12-22,24119
2021-12-21,22809
2021-12-20,21186
2021-12-19,14400
2021-12-18,14694
2021-12-17,15607
2021-12-16,17180
2021-12-15,17530
2021-12-14,15371
2021-12-13,12042
2021-12-12,6780
2021-12-11,5401
2021-12-10,5717
2021-12-09,6054
2021-12-08,5778
2021-12-07,5427
2021-12-06,5279
2021-12-05,3497
2021-12-04,3245
2021-12-03,3828
2021-12-02,4142
2021-12-01,4521
2021-11-30,4336
2021-11-29,4502
2021-11-28,3076
2021-11-27,2518
2021-11-26,2900
2021-11-25,3280
2021-11-24,3599
2021-11-23,3627
2021-11-22,3823
2021-11-21,2823
2021-11-20,2693
2021-11-19,2899
2021-11-18,3257
2021-11-17,3515
2021-11-16,3434
2021-11-15,3751
2021-11-14,2743
2021-11-13,2411
2021-11-12,2755
2021-11-11,3141
2021-11-10,3417
2021-11-09,3305
2021-11-08,3590
2021-11-07,2573
2021-11-06,2157
2021-11-05,2448
2021-11-04,2679
2021-11-03,2965
2021-11-02,3112
2021-11-01,3609
2021-10-31,2696
2021-10-30,2457
2021-10-29,3106
2021-10-28,3085
2021-10-27,3361
2021-10-26,3350
2021-10-25,3750
2021-10-24,2788
2021-10-23,2883
2021-10-22,3378
2021-10-21,3871
2021-10-20,4461
2021-10-19,4703
2021-10-18,5153
2021-10-17,3977
2021-10-16,3279
2021-10-15,3674
2021-10-14,4099
2021-10-13,4435
2021-10-12,4336
2021-10-11,4621
2021-10-10,3526
2021-10-09,2833
2021-10-08,3017
2021-10-07,3424
2021-10-06,3420
2021-10-05,3514
2021-10-04,3992
2021-10-03,3183
2021-10-02,2423
2021-10-01,2673
2021-09-30,3015
2021-09-29,3273
2021-09-28,3359
2021-09-27,3960
2021-09-26,3097
2021-09-25,2515
2021-09-24,2823
2021-09-23,3136
2021-09-22,3261
2021-09-21,3527
2021-09-20,3625
2021-09-19,2832
2021-09-18,2355
2021-09-17,2555
2021-09-16,2585
2021-09-15,2719
2021-09-14,2802
2021-09-13,3169
2021-09-12,2330
2021-09-11,2197
2021-09-10,2918
2021-09-09,3441
2021-09-08,3675
2021-09-07,4027
2021-09-06,4924
2021-09-05,3513
2021-09-04,3661
2021-09-03,4952
2021-09-02,5756
2021-09-01,6418
2021-08-31,6692
2021-08-30,4255
2021-08-29,2755
2021-08-28,3112
2021-08-27,4041
2021-08-26,4288
2021-08-25,4766
2021-08-24,4849
2021-08-23,5249
2021-08-22,4157
2021-08-21,4457
2021-08-20,5552
2021-08-19,7069
2021-08-18,8545
2021-08-17,8902
2021-08-16,7243
2021-08-15,4570
2021-08-14,4651
2021-08-13,5421
2021-08-12,6406
2021-08-11,6728
2021-08-10,6376
2021-08-09,6391
2021-08-08,4707
2021-08-07,4727
2021-08-06,6198
2021-08-05,7391
2021-08-04,7796
2021-08-03,7368
2021-08-02,6966
2021-08-01,4862
2021-07-31,4889
2021-07-30,6224
2021-07-29,7588
2021-07-28,8091
2021-07-27,7308
2021-07-26,6572
2021-07-25,4603
2021-07-24,4542
2021-07-23,5255
2021-07-22,5654
2021-07-21,6450
2021-07-20,7412
2021-07-19,9005
2021-07-18,7365
2021-07-17,8284
2021-07-16,13107
2021-07-15,15344
2021-07-14,13347
2021-07-13,11257
2021-07-12,9793
2021-07-11,6439
2021-07-10,5985
2021-07-09,7408
2021-07-08,7805
2021-07-07,9329
