date,cases
2022-05-27,120
2022-05-26,113
2022-05-25,139
2022-05-24,158
2022-05-23,186
2022-05-22,163
2022-05-21,126
2022-05-20,114
2022-05-19,149
2022-05-18,168
2022-05-17,174
2022-05-16,231
2022-05-15,232
2022-05-14,134
2022-05-13,147
2022-05-12,172
2022-05-11,205
2022-05-10,226
2022-05-09,255
2022-05-08,255
2022-05-07,163
2022-05-06,193
2022-05-05,190
2022-05-04,250
2022-05-03,306
2022-05-02,309
2022-05-01,209
2022-04-30,191
2022-04-29,192
2022-04-28,237
2022-04-27,224
2022-04-26,265
2022-04-25,314
2022-04-24,373
2022-04-23,223
2022-04-22,244
2022-04-21,300
2022-04-20,331
2022-04-19,406
2022-04-18,439
2022-04-17,300
2022-04-16,305
2022-04-15,357
2022-04-14,382
2022-04-13,441
2022-04-12,500
2022-04-11,566
2022-04-10,561
2022-04-09,558
2022-04-08,626
2022-04-07,755
2022-04-06,932
2022-04-05,1000
2022-04-04,1328
2022-04-03,1120
2022-04-02,950
2022-04-01,1196
2022-03-31,1502
2022-03-30,2248
2022-03-29,2522
2022-03-28,3312
2022-03-27,2785
2022-03-26,2043
2022-03-25,2296
2022-03-24,2783
2022-03-23,3246
2022-03-22,3742
2022-03-21,4765
2022-03-20,3939
2022-03-19,2760
2022-03-18,2832
2022-03-17,3170
2022-03-16,3408
2022-03-15,3883
2022-03-14,4566
2022-03-13,3649
2022-03-12,2635
2022-03-11,2722
2022-03-10,2779
2022-03-09,2658
2022-03-08,2836
2022-03-07,3047
2022-03-06,2188
2022-03-05,1468
2022-03-04,1369
2022-03-03,1234
2022-03-02,1232
2022-03-01,1258
2022-02-28,1402
2022-02-27,1073
2022-02-26,716
2022-02-25,711
2022-02-24,764
2022-02-23,950
2022-02-22,1110
2022-02-21,1586
2022-02-20,1605
2022-02-19,1379
2022-02-18,1265
2022-02-17,1769
2022-02-16,2099
2022-02-15,2303
2022-02-14,2889
2022-02-13,2574
2022-02-12,2131
2022-02-11,2590
2022-02-10,3249
2022-02-09,3972
2022-02-08,4758
2022-02-07,6238
2022-02-06,5905
2022-02-05,4314
2022-02-04,5237
2022-02-03,6486
2022-02-02,7480
2022-02-01,9059
2022-01-31,11541
2022-01-30,10877
2022-01-29,7987
2022-01-28,8824
2022-01-27,9819
2022-01-26,10790
2022-01-25,12342
2022-01-24,14545
2022-01-23,12521
2022-01-22,8649
2022-01-21,9001
2022-01-20,9542
2022-01-19,10365
2022-01-18,11707
2022-01-17,13106
2022-01-16,10441
2022-01-15,7075
2022-01-14,7209
2022-01-13,7673
2022-01-12,7677
2022-01-11,8712
2022-01-10,9619
2022-01-09,6938
2022-01-08,5579
2022-01-07,7255
2022-01-06,11510
2022-01-05,14305
2022-01-04,14543
2022-01-03,10791
2022-01-02,8001
2022-01-01,4911
2021-12-31,6720
2021-12-30,8296
2021-12-29,9749
2021-12-28,7642
2021-12-27,7480
2021-12-26,5086
2021-12-25,3088
2021-12-24,6463
2021-12-23,7436
2021-12-22,7511
2021-12-21,7479
2021-12-20,7689
2021-12-19,5913
2021-12-18,5626
2021-12-17,5357
2021-12-16,5676
2021-12-15,5970
2021-12-14,6215
2021-12-13,6461
2021-12-12,4636
2021-12-11,4115
2021-12-10,4375
2021-12-09,4749
2021-12-08,5241
2021-12-07,5467
2021-12-06,6326
2021-12-05,4587
2021-12-04,4001
2021-12-03,4638
2021-12-02,5277
2021-12-01,6118
2021-11-30,6620
2021-11-29,6805
2021-11-28,5100
2021-11-27,3773
2021-11-26,4267
2021-11-25,4760
2021-11-24,5501
2021-11-23,5939
2021-11-22,6283
2021-11-21,4819
2021-11-20,3994
2021-11-19,4236
2021-11-18,4729
2021-11-17,5204
2021-11-16,5478
2021-11-15,6188
2021-11-14,4493
2021-11-13,3519
2021-11-12,3768
2021-11-11,4087
2021-11-10,4207
2021-11-09,4367
2021-11-08,4530
2021-11-07,3279
2021-11-06,2357
2021-11-05,2315
2021-11-04,2678
2021-11-03,3092
2021-11-02,3675
2021-11-01,4942
2021-10-31,4076
2021-10-30,3570
2021-10-29,4232
2021-10-28,4418
2021-10-27,4971
2021-10-26,5126
2021-10-25,5942
2021-10-24,5020
2021-10-23,5051
2021-10-22,5678
2021-10-21,6696
2021-10-20,8470
2021-10-19,9134
2021-10-18,10654
2021-10-17,8863
2021-10-16,6532
2021-10-15,7328
2021-10-14,8032
2021-10-13,8759
2021-10-12,8972
2021-10-11,9746
2021-10-10,7456
2021-10-09,5450
2021-10-08,5750
2021-10-07,6376
2021-10-06,6934
2021-10-05,7042
2021-10-04,8536
2021-10-03,6705
2021-10-02,4709
2021-10-01,4985
2021-09-30,5916
2021-09-29,6578
2021-09-28,6987
2021-09-27,8667
2021-09-26,7041
2021-09-25,5426
2021-09-24,5778
2021-09-23,6248
2021-09-22,6619
2021-09-21,7450
2021-09-20,8002
2021-09-19,6486
2021-09-18,4600
2021-09-17,4307
2021-09-16,3954
2021-09-15,3986
2021-09-14,4047
2021-09-13,4308
2021-09-12,3131
2021-09-11,2295
2021-09-10,2673
2021-09-09,2976
2021-09-08,3026
2021-09-07,3633
2021-09-06,4410
2021-09-05,2697
2021-09-04,2548
2021-09-03,3495
2021-09-02,3488
2021-09-01,3451
2021-08-31,3475
2021-08-30,2469
2021-08-29,1968
2021-08-28,2016
2021-08-27,2129
2021-08-26,2172
2021-08-25,2284
2021-08-24,2422
2021-08-23,2452
2021-08-22,2043
2021-08-21,2056
2021-08-20,2145
2021-08-19,2261
2021-08-18,2553
2021-08-17,2735
2021-08-16,2522
2021-08-15,1814
2021-08-14,1816
2021-08-13,1796
2021-08-12,1839
2021-08-11,1884
2021-08-10,1861
2021-08-09,1986
2021-08-08,1537
2021-08-07,1537
2021-08-06,1757
2021-08-05,1855
2021-08-04,1824
2021-08-03,1850
2021-08-02,1951
2021-08-01,1578
2021-07-31,1597
2021-07-30,1761
2021-07-29,1973
2021-07-28,2188
2021-07-27,2306
2021-07-26,2518
2021-07-25,2209
2021-07-24,2224
2021-07-23,2555
2021-07-22,2802
2021-07-21,3313
2021-07-20,3740
2021-07-19,4455
2021-07-18,3733
2021-07-17,3372
2021-07-16,4442
2021-07-15,4912
2021-07-14,4671
2021-07-13,4281
2021-07-12,4555
2021-07-11,3254
2021-07-10,2864
2021-07-09,3158
2021-07-08,3049
2021-07-07,3541
2021-07-06,3436
2021-07-05,3605
2021-07-04,2826
2021-07-03,2287
2021-07-02,2453
2021-07-01,2571
2021-06-30,2631
2021-06-29,2642
2021-06-28,2898
2021-06-27,1983
2021-06-26,1494
2021-06-25,1615
2021-06-24,1595
2021-06-23,1626
2021-06-22,1522
2021-06-21,1416
2021-06-20,1020
2021-06-19,716
2021-06-18,841
2021-06-17,895
2021-06-16,950
2021-06-15,938
2021-06-14,939
2021-06-13,715
2021-06-12,492
2021-06-11,529
2021-06-10,536
2021-06-09,617
2021-06-08,566
2021-06-07,648
2021-06-06,573
2021-06-05,336
2021-06-04,384
2021-06-03,420
2021-06-02,438
2021-06-01,394
2021-05-31,351
2021-05-30,324
2021-05-29,267
2021-05-28,328
2021-05-27,385
2021-05-26,413
2021-05-25,373
2021-05-24,371
2021-05-23,345
2021-05-22,198
2021-05-21,215
2021-05-20,240
2021-05-19,319
2021-05-18,285
2021-05-17,301
2021-05-16,263
2021-05-15,143
2021-05-14,159
2021-05-13,199
2021-05-12,223
2021-05-11,197
2021-05-10,311
2021-05-09,329
2021-05-08,135
2021-05-07,164
2021-05-06,235
2021-05-05,308
2021-05-04,257
2021-05-03,276
2021-05-02,216
2021-05-01,103
2021-04-30,118
2021-04-29,227
2021-04-28,313
2021-04-27,192
2021-04-26,227
2021-04-25,313
2021-04-24,114
2021-04-23,121
2021-04-22,204
2021-04-21,286
2021-04-20,173
2021-04-19,235
2021-04-18,431
2021-04-17,112
2021-04-16,148
2021-04-15,179
2021-04-14,177
2021-04-13,131
2021-04-12,186
2021-04-11,246
2021-04-10,148
2021-04-09,173
2021-04-08,208
2021-04-07,268
2021-04-06,183
2021-04-05,235
2021-04-04,238
2021-04-03,180
2021-04-02,192
2021-04-01,311
2021-03-31,421
2021-03-30,273
2021-03-29,289
2021-03-28,811
2021-03-27,296
2021-03-26,375
2021-03-25,581
2021-03-24,760
2021-03-23,480
2021-03-22,623
2021-03-21,773
2021-03-20,264
2021-03-19,411
