date,vaccinated
2020-12-08,104.0
2020-12-09,229.0
2020-12-10,253.0
2020-12-11,263.0
2020-12-12,260.0
2020-12-13,189.0
2020-12-14,278.0
2020-12-15,443.0
2020-12-16,593.0
2020-12-17,727.0
2020-12-18,703.0
2020-12-19,686.0
2020-12-20,781.0
2020-12-21,1002.0
2020-12-22,816.0
2020-12-23,1007.0
2020-12-24,425.0
2020-12-25,12.0
2020-12-26,36.0
2020-12-27,108.0
2020-12-28,250.0
2020-12-29,849.0
2020-12-30,1716.0
2020-12-31,1650.0
2021-01-01,496.0
2021-01-02,628.0
2021-01-03,527.0
2021-01-04,906.0
2021-01-05,1656.0
2021-01-06,2351.0
2021-01-07,3680.0
2021-01-08,4362.0
2021-01-09,3927.0
2021-01-10,2651.0
2021-01-11,3519.0
2021-01-12,4428.0
2021-01-13,5392.0
2021-01-14,6076.0
2021-01-15,7107.0
2021-01-16,6413.0
2021-01-17,4164.0
2021-01-18,5436.0
2021-01-19,6205.0
2021-01-20,7127.0
2021-01-21,7343.0
2021-01-22,8434.0
2021-01-23,7134.0
2021-01-24,4050.0
2021-01-25,4881.0
2021-01-26,5682.0
2021-01-27,6277.0
2021-01-28,6522.0
2021-01-29,6888.0
2021-01-30,6163.0
2021-01-31,4276.0
2021-02-01,4201.0
2021-02-02,4669.0
2021-02-03,5542.0
2021-02-04,5851.0
2021-02-05,5831.0
2021-02-06,6328.0
2021-02-07,3008.0
2021-02-08,3794.0
2021-02-09,4709.0
2021-02-10,5222.0
2021-02-11,5720.0
2021-02-12,6533.0
2021-02-13,7202.0
2021-02-14,3250.0
2021-02-15,3997.0
2021-02-16,6426.0
2021-02-17,9396.0
2021-02-18,9726.0
2021-02-19,8634.0
2021-02-20,8828.0
2021-02-21,3453.0
2021-02-22,4192.0
2021-02-23,9233.0
2021-02-24,13127.0
2021-02-25,15130.0
2021-02-26,15947.0
2021-02-27,14021.0
2021-02-28,4914.0
2021-03-01,4102.0
2021-03-02,4584.0
2021-03-03,7078.0
2021-03-04,10256.0
2021-03-05,13373.0
2021-03-06,13389.0
2021-03-07,4077.0
2021-03-08,4144.0
2021-03-09,4657.0
2021-03-10,6013.0
2021-03-11,4883.0
2021-03-12,10699.0
2021-03-13,15406.0
2021-03-14,6433.0
2021-03-15,7463.0
2021-03-16,9359.0
2021-03-17,10158.0
2021-03-18,11545.0
2021-03-19,12299.0
2021-03-20,16392.0
2021-03-21,7145.0
2021-03-22,7214.0
2021-03-23,8267.0
2021-03-24,10674.0
2021-03-25,11694.0
2021-03-26,12743.0
2021-03-27,16924.0
2021-03-28,9271.0
2021-03-29,8391.0
2021-03-30,9249.0
2021-03-31,11424.0
2021-04-01,8686.0
2021-04-02,4820.0
2021-04-03,5139.0
2021-04-04,1743.0
2021-04-05,1136.0
2021-04-06,3053.0
2021-04-07,3891.0
2021-04-08,2890.0
2021-04-09,2740.0
2021-04-10,3111.0
2021-04-11,1489.0
2021-04-12,1038.0
2021-04-13,984.0
2021-04-14,1392.0
2021-04-15,1782.0
2021-04-16,2592.0
2021-04-17,2911.0
2021-04-18,1567.0
2021-04-19,944.0
2021-04-20,1298.0
2021-04-21,1497.0
2021-04-22,2017.0
2021-04-23,2368.0
2021-04-24,2628.0
2021-04-25,1287.0
2021-04-26,1349.0
2021-04-27,1616.0
2021-04-28,2301.0
2021-04-29,2133.0
2021-04-30,2456.0
2021-05-01,1626.0
2021-05-02,1213.0
2021-05-03,458.0
2021-05-04,940.0
2021-05-05,1652.0
2021-05-06,2820.0
2021-05-07,3041.0
2021-05-08,2344.0
2021-05-09,1163.0
2021-05-10,1429.0
2021-05-11,4093.0
2021-05-12,8465.0
2021-05-13,9791.0
2021-05-14,8561.0
2021-05-15,9053.0
2021-05-16,5891.0
2021-05-17,3265.0
2021-05-18,7694.0
2021-05-19,13763.0
2021-05-20,12311.0
2021-05-21,8709.0
2021-05-22,8281.0
2021-05-23,4871.0
2021-05-24,2891.0
2021-05-25,7465.0
2021-05-26,12210.0
2021-05-27,11782.0
2021-05-28,7584.0
